rank,tier,priority_score,owner,article_id,title,url,status,rewritten_ai_live,gsc_clicks,gsc_impr,ga4_sessions,m_perf,m_lcp,m_cls,m_tbt,m_fcp,d_perf,d_lcp,ttfb,field_lcp,field_cat,word_count,body_len,dom_est,image_count,external_image_count,broken_image_count,hero_url,hero_bytes,hero_w,hero_h,hero_aspect,inline_total_bytes,imgs_missing_dim,imgs_missing_lazy,imgs_over_300k,imgs_over_700k,iframe_count,script_count,table_count,legacy,primary_issue,secondary_issue,issues,m_opp
40,P2,387.2,IMAGE,1002748952,Cấp cứu laptop dính nước: Làm gì ngay lập tức để cứu máy?,https://sintech.vn/blogs/huong-dan/cap-cuu-laptop-dinh-nuoc-lam-gi-ngay-lap-tuc-de-cuu-may,draft_ready,False,0,0,0,42,14952,0.5174,234,3357,70,3972,,1678,AVERAGE,4080,20532,327,8,8,0,https://lh7-rt.googleusercontent.com/docsz/AD_4nXery4nDOl56S6uTZ5JOrU8qM6pF0ubv-a86vSC5qmdf5tF25wF-e9biuS4KXPh_THRLbOY3ujUqOGILPKD-ldtQ8FIQvEKjbSY5MT5ZL8GV48Ii9ibHIkRxEN5WmHnS9er99lm1?key=4ShtyhKDg2hhvj3UL57rtw,1307775,602,601,1.0,11024917,0,7,8,8,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|HERO_IMAGE_WRONG_DIMENSION|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
41,P2,381.8,IMAGE,1002750990,HKC Ant Esports ra mắt ANT275PQ Max: Màn hình IPS QHD nhanh nhất thế giới với tần số quét lên đến 540Hz,https://sintech.vn/blogs/news/hkc-ant-esports-ra-mat-ant275pq-max-man-hinh-ips-qhd-nhanh-nhat-the-g,draft_ready,False,0,18,0,41,14242,0.719,188,3370,73,2675,,1678,AVERAGE,4160,19393,335,4,4,0,https://lh7-rt.googleusercontent.com/docsz/AD_4nXcgkVRm_k3DKrrQ9vDnuQ_vehrXs4R6V_P_n7gk-k2sIgyDadAMUZKUOPeBXiz-n4mSJiqmQQj2XFNYkLJG4zVdfhp6x6OMv8QiDjQDPy9StgLGbqBsrk38rmoX9o4B7BhcBc8irA?key=4ShtyhKDg2hhvj3UL57rtw,1105479,602,401,1.5,3831352,0,3,4,4,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
42,P2,380.4,IMAGE,1002719721,List 5 phim chiếu rạp hay đáng xem nhất tháng 8/2025,https://sintech.vn/blogs/news/list-5-phim-chieu-rap-hay-dang-xem-nhat-thang-8-2025,draft_ready,False,0,16,0,43,14926,0.4618,222,3363,53,3184,,1678,AVERAGE,4035,14051,207,5,5,0,https://lh7-rt.googleusercontent.com/docsz/AD_4nXdryiiW-PEwpwajmCzUFpA-jS5VsqABEfDp47my3nkPuOOPccSxa_4bK__i49GLQRCISU02Ck1RlUMei6eu90PbpjIt6jU6Nc_Y-0TFZpmlWE-k2-3cWYpDrwz9SgeuoP6uNHnkcg?key=2UFHXDJn5i-mNboOlc8qJOUK,2026797,624,435,1.43,7337288,0,4,5,4,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
43,P1,380.3,THEME_CODE,1002539161,Sửa Chữa Laptop Uy Tín Tại TPHCM,https://sintech.vn/blogs/huong-dan/dich-vu-sua-chua-laptop-uy-tin-tai-tphcm-sintech,draft_ready,False,1,7,0,48,4963,0.6273,220,3357,72,2544,,1678,AVERAGE,4708,9902,273,4,0,0,https://file.hstatic.net/200000860097/file/1715_6579772cdb6efb5f4441ce1e6b1a46c9_a3a3e344d18849cd8582edb3515a82bd_grande.jpg,26928,,,,124411,4,3,0,0,0,0,1,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
44,P1,378.9,THEME_CODE,1002420350,Phân biệt Nvidia Super và Ti: Nên mua loại card Nvidia nào cho phù hợp?,https://sintech.vn/blogs/news/phan-biet-nvidia-super-va-ti-nen-mua-loai-card-nvidia-nao-cho-phu-hop,draft_ready,False,0,2,1,49,13410,0.1157,202,9076,84,2437,,1678,AVERAGE,5028,9983,214,3,3,0,https://bizweb.dktcdn.net/100/329/122/files/phien-ban-ti-duoc-danh-gia-cao-ve-hieu-suat-va-do-lam-mat.jpg?v=1708068999319,88994,,,,189087,3,2,0,0,0,0,1,False,IMAGES_MISSING_DIMENSIONS,CLS_LAYOUT_RISK,IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
45,P2,362.7,CONTENT,1002594736,Lộ Diện GeForce RTX 5060 & 5050 Laptop: ASUS Xác Nhận Cả Hai Đều Dùng 8GB GDDR7,https://sintech.vn/blogs/news/lo-dien-geforce-rtx-5060-5050-laptop-asus-xac-nhan-ca-hai-deu-dung,draft_ready,False,0,59,0,52,14997,0.1854,323,3362,91,1730,,1678,AVERAGE,3851,3159,25,4,4,0,https://cdn.wccftech.com/wp-content/uploads/2025/03/RTX-5050-laptop.png,0,,,,0,4,3,0,0,0,0,0,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
46,P3,345.6,THEME_CODE,1002423312,Snap Tap là gì? Tại sao Snap Tap lại phổ biến trong giới game thủ,https://sintech.vn/blogs/news/snap-tap-la-gi-tai-sao-snap-tap-lai-pho-bien-trong-gioi-game-thu,applied,True,0,107,0,45,8762,0.4035,222,3360,81,2423,,1678,AVERAGE,4293,4610,35,1,0,0,https://file.hstatic.net/200000860097/file/screenshot_2024-09-23_141907_2b9b600991724f97a4a72e06d58bf08d_grande.png,22189,,,,22189,1,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
47,P2,334.8,IMAGE,1002400105,"Cấu hình chơi Elden Ring Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-elden-ring-online-4-tren-pc-laptop,draft_ready,False,0,35,0,49,12622,0.2106,313,3367,62,1793,,1678,AVERAGE,3879,3389,59,3,3,3,https://hacom.vn/media/lib/03-03-2023/cau-hinh-choi-elden-ring.jpg,0,800,420,1.9,0,0,2,0,0,0,0,1,False,IMAGES_BROKEN,CLS_LAYOUT_RISK,IMAGES_BROKEN|CLS_LAYOUT_RISK,
48,P3,291.2,THEME_CODE,1002423140,Ram nào tốt nhất: G Skill vs Corsair,https://sintech.vn/blogs/news/ram-nao-tot-nhat-g-skill-vs-corsair,draft_ready,False,0,76,0,50,11389,0.2553,247,3363,81,2370,,1678,AVERAGE,5100,8922,89,2,0,0,https://file.hstatic.net/200000860097/file/oip_76be9ce7bb01471f8737da5c67ecc6ad_grande.jpg,15737,,,,57091,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
49,P2,283.7,IMAGE,1002399781,"Cấu hình chơi PUBG - PlayerUnknown’s Battlegrounds trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-pubg-playerunknown-s-battlegrounds-tren-pc-laptop,draft_ready,False,0,12,0,53,9754,0.1123,447,3376,79,2505,,1678,AVERAGE,5575,11770,73,7,7,7,https://hoanghamobile.com/tin-tuc/wp-content/uploads/2023/12/pubg-2.jpg,0,800,533,1.5,0,0,6,0,0,0,0,0,False,IMAGES_BROKEN,IMAGES_MISSING_LAZYLOAD,IMAGES_BROKEN|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
50,P2,277.8,IMAGE,1002541111,"Sửa Máy Tính Quận 2 Chất Lượng, Nhanh Chóng tại Sintech",https://sintech.vn/blogs/news/sua-may-tinh-quan-2-chat-luong-nhanh-chong-tai-sintech,draft_ready,False,0,0,0,49,20677,0.2831,45,3369,71,3434,61,1678,AVERAGE,5100,14545,347,12,11,2,https://i.ytimg.com/vi/qLTF9M3np2o/maxresdefault.jpg,63563,,,,2787381,12,11,2,2,0,0,1,True,IMAGES_BROKEN,INLINE_IMAGES_TOO_HEAVY,IMAGES_BROKEN|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,unused-javascript
51,P2,276.1,IMAGE,1002413939,"[IFA 2024] Có gì tại gian trưng bày của Samsung: đồ gì cũng tích hợp AI, rồi có cả màn hình 3D không cần kính!",https://sintech.vn/blogs/news/ifa-2024-co-gi-tai-gian-trung-bay-cua-samsung-do-gi-cung-tich-hop-a,draft_ready,False,0,0,0,66,4589,0.1648,213,3365,73,2250,56,1678,AVERAGE,4016,14262,108,19,19,0,https://genk.mediacdn.vn/139269124445442048/2024/9/9/photo-1725877319831-1725877320033558477437.jpeg,1312694,2048,1367,1.5,9185365,0,18,7,7,0,0,0,False,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,unused-javascript
52,P2,275.3,IMAGE,1002758490,BUILD PC GAMING CPU HAY GPU QUAN TRỌNG HƠN,https://sintech.vn/blogs/huong-dan/build-pc-gaming-cpu-hay-gpu-quan-trong-hon,draft_ready,False,0,23,0,44,13514,0.3329,278,3365,77,2326,,1678,AVERAGE,4373,40865,724,5,0,0,https://cdn.hstatic.net/200000860097/file/1_c4364050b86044889bcb45c029d3f4ec_grande.png,185116,,,,1483408,5,4,3,0,0,0,0,True,INLINE_IMAGES_TOO_HEAVY,BODY_HTML_LEGACY,INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
53,P2,269.0,CONTENT,1002594907,"AMD Radeon RX 9050 ""lộ diện"" tình cờ trên trang cửa hàng điện tử bán lẻ – GPU RDNA 4 giá rẻ sắp ra mắt?",https://sintech.vn/blogs/news/amd-radeon-rx-9050-lo-dien-tinh-co-tren-trang-cua-hang-dien-tu-ban-l,draft_ready,False,0,22,0,55,19679,0.1828,244,3363,78,1086,,1678,AVERAGE,4225,11502,227,2,2,0,https://cdn.wccftech.com/wp-content/uploads/2025/03/RX-9050.png,0,,,,0,2,1,0,0,0,0,2,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
54,P2,262.7,IMAGE,1002413909,"""Cuộc chiến"" AI trong tiêu dùng: MoMo, Long Châu, DOJI, Samsung, Cake by VPBank đang làm gì để dẫn đầu?",https://sintech.vn/blogs/news/cuoc-chien-ai-trong-tieu-dung-momo-long-chau-doji-samsung-cake,draft_ready,False,0,9,0,66,4313,0.1641,263,3360,94,930,,1678,AVERAGE,4727,10045,50,5,5,0,https://genk.mediacdn.vn/139269124445442048/2024/9/10/13c7cc2b-b9c3-4663-bf1b-f880251ec7e1-17258578287351467339607-1725939734044-17259397344971439476824-1725946053145-1725946053300313607563.png,1438985,800,1181,0.68,5635779,0,4,5,5,0,0,0,False,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|HERO_IMAGE_WRONG_DIMENSION|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
55,P2,251.0,IMAGE,1002535931,"RTX 5060 & RTX 5060 Ti: ""Quái vật"" tầm trung khuấy đảo thị trường năm 2025?",https://sintech.vn/blogs/news/rtx-5060-rtx-5060-ti-quai-vat-tam-trung-khuay-dao-thi-truong-nam,draft_ready,False,0,21,0,48,13496,0.2788,260,3367,74,2731,,1678,AVERAGE,4129,5254,100,2,2,0,https://cdn.wccftech.com/wp-content/uploads/2023/06/DSC_0006-Custom.jpg,502816,,,,1180067,2,1,2,0,0,0,1,True,HERO_IMAGE_TOO_HEAVY,BODY_HTML_LEGACY,HERO_IMAGE_TOO_HEAVY|BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
56,P3,249.7,THEME_CODE,1002600836,Intel Gaudi 3 Chính Thức Có Mặt Trên IBM Cloud – Hiệu Suất Vượt NVIDIA H100 & H200!!,https://sintech.vn/blogs/news/intel-gaudi-3-chinh-thuc-co-mat-tren-ibm-cloud-hieu-suat-vuot-nvidia,draft_ready,False,0,0,0,45,43681,0.3109,330,3360,68,5041,,1678,AVERAGE,3895,2946,17,2,2,0,https://cdn.wccftech.com/wp-content/uploads/2024/06/Intel-Gaudi-3-AI-accelerator_Black-Purple-Custom.png,0,,,,30118,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
57,P2,247.5,IMAGE,1002540829,Sửa Máy Tính Quận 1 Uy Tín Tại Sintech,https://sintech.vn/blogs/news/sua-may-tinh-quan-1-uy-tin-tai-sintech,draft_ready,False,0,0,0,45,16344,0.5116,136,3348,73,3097,,1678,AVERAGE,5193,14987,356,12,9,1,https://regmedia.co.uk/2012/11/23/burnt_pc_6.jpg,95626,,,,4309197,12,11,5,1,0,0,1,True,IMAGES_BROKEN,INLINE_IMAGES_TOO_HEAVY,IMAGES_BROKEN|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
58,P2,247.1,IMAGE,1002989389,Office 2021 bản quyền khác gì Office crack khi làm việc,https://sintech.vn/blogs/huong-dan/office-2021-ban-quyen-khac-gi-office-crack-khi-dung-cho-cong-viec-hang-ngay,draft_ready,False,0,0,0,40,12516,1.0443,218,3340,77,2485,,1678,AVERAGE,7514,29357,137,3,0,0,https://cdn.hstatic.net/files/200000860097/file/2_e04da1c28cea422e90c3258021b62182.png,1299777,,,,4585148,3,2,3,3,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
59,P2,239.5,CONTENT,1002769673,AMD Radeon RX 7700 (Non-XT) Ra Mắt Âm Thầm Với 16GB VRAM – GPU RDNA 3 Mới,https://sintech.vn/blogs/huong-dan/amd-radeon-rx-7700-non-xt-ra-mat-am-tham-voi-16gb-vram-gpu-rdna-3,draft_ready,False,0,12,0,21,12392,0.2672,3497,3484,79,2342,,1678,AVERAGE,4373,48044,809,0,0,0,,0,,,,0,0,0,0,0,0,0,1,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
60,P2,238.6,IMAGE,1002746718,List Phim Chiếu Rạp Hay Nhất Tháng 9/2025,https://sintech.vn/blogs/news/list-phim-chieu-rap-hay-nhat-thang-9-2025,draft_ready,False,0,7,0,44,14993,0.4844,195,3358,74,3026,,1678,AVERAGE,4427,30212,492,7,6,0,https://file.hstatic.net/200000860097/file/phim_chieu_rap_thang_10_cd8abc8ddc8a4c1aaf540de4e0d7b33e_grande.png,438052,,,,2664164,1,6,5,0,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
61,P2,235.6,IMAGE,1002404003,Ưu và nhược điểm của các loại màn hình máy tính phổ biến hiện nay,https://sintech.vn/blogs/news/uu-va-nhuoc-diem-cua-cac-loai-man-hinh-may-tinh-pho-bien-hien-nay,draft_ready,False,0,7,0,49,11994,0.2675,261,3371,80,2479,,1678,AVERAGE,4278,5418,57,4,4,4,https://news.khangz.com/wp-content/uploads/2021/07/man-hinh-lcd.jpg,0,,,,0,4,3,0,0,0,0,0,False,IMAGES_BROKEN,IMAGES_MISSING_DIMENSIONS,IMAGES_BROKEN|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
62,P2,234.7,IMAGE,1002414328,So sánh tản nhiệt nước và tản nhiệt khí: Nên lựa chọn bộ tản nhiệt nào?,https://sintech.vn/blogs/news/so-sanh-tan-nhiet-nuoc-va-tan-nhiet-khi-nen-lua-chon-bo-tan-nhiet-nao,draft_ready,False,0,6,0,41,14296,0.3428,368,3378,76,2634,,1678,AVERAGE,4909,9432,88,10,10,0,https://cdn2.fptshop.com.vn/unsafe/Uploads/images/tin-tuc/147944/Originals/so-sanh-tan-nhiet-nuoc-va-khi%20(2).jpg,176266,,,,3182008,10,9,5,0,0,0,0,False,INLINE_IMAGES_TOO_HEAVY,IMAGES_MISSING_DIMENSIONS,INLINE_IMAGES_TOO_HEAVY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
63,P2,233.2,CONTENT,1002544979,MSI GeForce RTX 5080 SUPRIM SOC 16GB – Bùng Nổ Hiệu Năng Với Thiết Kế Choáng Ngợp!,https://sintech.vn/blogs/news/msi-geforce-rtx-5080-suprim-soc-bung-no-hieu-nang-voi-thiet-ke-choan,draft_ready,False,0,11,0,41,15755,0.6346,234,3363,81,1079,,1678,AVERAGE,4562,7807,159,4,4,0,https://cdn.wccftech.com/wp-content/uploads/2025/01/DSC_0307-Custom-1-1920x1280.jpg,231622,,,,846725,4,3,1,0,0,0,2,True,BODY_HTML_LEGACY,IMAGES_MISSING_DIMENSIONS,BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
64,P2,230.7,IMAGE,1002750229,Copilot+ PC là gì? Có nên nâng cấp trong kỷ nguyên AI?,https://sintech.vn/blogs/news/copilot-pc-la-gi-co-nen-nang-cap-trong-ky-nguyen-ai,draft_ready,False,0,8,0,55,10748,0.1347,303,3393,71,2056,,1678,AVERAGE,4328,42092,707,3,3,0,https://lh7-rt.googleusercontent.com/docsz/AD_4nXdBCJRABD-MBauakamLSg3XtKylnsTbl_2eJ4nNo-p5WpSZNdQjmOYvTw9UqZkwSKGhqj9KsLu5jNKqJ1852z6XkhUbYK0u4WTJU2uWhLn2qFDUl0jTRopvVMPBNE3ai_pEe5IS2w?key=4ShtyhKDg2hhvj3UL57rtw,769669,602,401,1.5,2376013,0,2,3,2,0,0,1,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
65,P2,228.6,IMAGE,1002402678,Top màn hình máy tính để bàn giá rẻ năm 2024,https://sintech.vn/blogs/news/top-man-hinh-may-tinh-de-ban-gia-re-nam-2024,draft_ready,False,0,1,0,34,16596,0.5345,468,3376,75,3076,33,1678,AVERAGE,4559,7357,69,8,3,0,https://phongvu.vn/cong-nghe/wp-content/uploads/2023/01/man-hinh-may-tinh-van-phong-4.png,488959,800,450,1.78,2540282,5,7,4,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,unused-javascript
66,P2,227.0,IMAGE,1002423421,Hướng dẫn cách lắp và vệ sinh RAM đúng cách,https://sintech.vn/blogs/news/huong-dan-cach-lap-va-ve-sinh-ram-dung-cach,draft_ready,False,0,1,0,45,11545,0.3442,280,3368,78,2423,,1678,AVERAGE,4196,5385,69,5,0,5,https://file.hstatic.net/1000026716/file/gearvn-cach-lap-va-ve-sinh-ram-4_ebb2396b74334d5cb430527b3791492d_1024x1024.png,0,,,,0,5,4,0,0,0,0,0,False,IMAGES_BROKEN,IMAGES_MISSING_DIMENSIONS,IMAGES_BROKEN|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
67,P2,226.1,IMAGE,1002787456,Top 5 Bàn Phím Cơ Giá Tốt Dưới 1 Triệu Đáng Mua 2025 – Dễ Mua Tại Quận 7,https://sintech.vn/blogs/huong-dan/top-5-ban-phim-co-gia-tot-duoi-1-trieu-dang-mua-2025-de-mua-tai-quan,draft_ready,False,0,5,0,40,13280,0.6148,180,3363,69,2368,,1678,AVERAGE,4386,55725,1089,6,0,0,https://cdn.hstatic.net/200000860097/file/1_3dec6364e0c045c48c1423588c36ff9f_grande.png,394603,,,,2178826,6,5,5,0,0,0,1,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
68,P3,225.5,THEME_CODE,1002732057,Cách Build PC Gaming Chuẩn – Từ Game Nhẹ Đến Max Setting AAA,https://sintech.vn/blogs/huong-dan/cach-build-pc-gaming-chuan-tu-game-nhe-den-max-setting-aaa,applied,True,0,29,0,33,13936,0.5232,356,3378,72,2643,127,1678,AVERAGE,4278,4590,46,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,unused-javascript
69,P2,225.2,IMAGE,1002755399,"BUILD PC 15–20 triệu chơi Liên Minh, Valorant, FO4 mượt 1080p: Build thế nào hợp lý?",https://sintech.vn/blogs/huong-dan/build-pc-15-20-trieu-choi-lien-minh-valorant-fo4-muot-1080p-build-t,draft_ready,False,0,5,0,36,13367,0.932,320,3369,67,2401,,1678,AVERAGE,4881,24896,367,7,0,0,https://cdn.hstatic.net/200000860097/file/7_444341e4d9884a3c896acbc4d1857a68_grande.png,341871,,,,2122863,7,6,4,0,0,0,0,True,HERO_IMAGE_TOO_HEAVY,INLINE_IMAGES_TOO_HEAVY,HERO_IMAGE_TOO_HEAVY|INLINE_IMAGES_TOO_HEAVY|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
70,P2,224.0,IMAGE,1002549397,"Sửa Máy Tính Quận 6 Chuyên Nghiệp, Nhanh Chóng tại Sintech",https://sintech.vn/blogs/huong-dan/sua-may-tinh-quan-6-chuyen-nghiep-nhanh-chong-tai-sintech,draft_ready,False,0,0,0,40,14318,0.1347,457,8474,71,2789,,1678,AVERAGE,5616,16572,405,8,7,3,https://uaetechnician.ae/wp-content/uploads/2017/10/Computer-not-working-optimized.jpg,0,,,,609091,8,7,1,0,0,0,1,True,IMAGES_BROKEN,BODY_HTML_LEGACY,IMAGES_BROKEN|BODY_HTML_LEGACY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
71,P2,222.0,IMAGE,1002413916,"Vừa ra mắt, iPhone 16 Series đã lọt vào danh sách đề cử Better Choice Awards 2024",https://sintech.vn/blogs/news/vua-ra-mat-iphone-16-series-da-lot-vao-danh-sach-de-cu-better-choice,draft_ready,False,0,0,0,48,14699,0.1028,285,8642,89,1322,,1678,AVERAGE,4413,8910,47,7,7,0,https://genk.mediacdn.vn/139269124445442048/2024/9/10/-1725908551990-17259085521321825110033-17259488852532035620545-1725948886218649683465-197-332-1048-1694-crop-172594890386434426659-1725961807673-172596180959517200553.jpg,54825,764,477,1.6,2927347,0,6,5,1,0,0,0,False,INLINE_IMAGES_TOO_HEAVY,IMAGES_MISSING_LAZYLOAD,INLINE_IMAGES_TOO_HEAVY|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
72,P2,220.1,IMAGE,1002399869,"Cấu hình chơi FIFA Online 4 Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-fifa-online-4-tren-pc-laptop,draft_ready,False,0,14,0,52,14821,0.1123,128,8622,82,1983,,1678,AVERAGE,4176,5055,44,5,5,0,https://cellphones.com.vn/sforum/wp-content/uploads/2023/05/cau-hinh-choi-fifa-online-4-2.jpg,327539,960,,,1277342,5,4,1,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,IMAGES_MISSING_DIMENSIONS,HERO_IMAGE_TOO_HEAVY|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
73,P2,213.0,CONTENT,1002778590,Máy Tính Tự Tắt Nguồn: Nguyên Nhân Và Cách Xử Lý Tại Nhà,https://sintech.vn/blogs/huong-dan/may-tinh-tu-tat-nguon-nguyen-nhan-va-cach-xu-ly-tai-nha,draft_ready,False,0,12,0,46,13277,0.4133,202,3355,78,2379,,1678,AVERAGE,4220,38950,688,2,0,0,https://cdn.hstatic.net/200000860097/file/tieu_de_60b37d7de42c49928cdff4877fea5e78_grande.png,109686,,,,621346,2,1,1,0,0,0,1,True,BODY_HTML_LEGACY,CLS_LAYOUT_RISK,BODY_HTML_LEGACY|CLS_LAYOUT_RISK,
74,P2,211.7,CONTENT,1002411455,Bảng mã lỗi Mainboard Huananzhi x79,https://sintech.vn/blogs/news/bang-ma-loi-mainboard-huananzhi-x79,draft_ready,False,0,10,0,35,12683,1.0423,215,3366,68,2502,,1678,AVERAGE,9857,236298,4082,0,0,0,,0,,,,0,0,0,0,0,0,0,4,True,BODY_HTML_LEGACY,DOM_TOO_LARGE,BODY_HTML_LEGACY|DOM_TOO_LARGE|CLS_LAYOUT_RISK,
75,P3,210.7,THEME_CODE,1002533590,Dòng card đồ họa NVIDIA RTX 50 có mức giá khởi điểm từ 549 USD.,https://sintech.vn/blogs/news/dong-card-do-hoa-nvidia-rtx-50-co-muc-gia-khoi-diem-tu-549-usd,draft_ready,False,0,37,0,55,14028,0.1157,379,3371,84,2689,,1678,AVERAGE,3989,3418,20,2,2,0,https://images2.thanhnien.vn/thumb_w/640/528068263637045248/2025/1/7/nvidia-ceo-jensen-huang-keynote-at-ces-2025-42-46-screenshot-1736227848563497395608.jpg,22028,,,,41210,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
76,P3,208.3,THEME_CODE,1002358519,Cấu hình tối thiểu chơi Liên Minh Huyền Thoại LOL mượt giá sinh viên,https://sintech.vn/blogs/news/cau-hinh-toi-thieu-choi-lien-minh-huyen-thoai-lol-muot-gia-sinh-vien,draft_ready,False,0,37,0,42,10422,0.4193,315,3365,94,1020,,1678,AVERAGE,3996,4684,103,4,1,0,https://file.hstatic.net/200000860097/file/0614_d016da69c60a044e7383a779d70550da_ab547a82b2c141b297bdbbab5465c2da_grande.jpg,48180,,,,488118,4,3,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
